feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared
wavelet-LLH_glcm_Id,4,86,26;28;17;15,estimable,,2.78680697,0.42567633,0.52216013,0.0
wavelet-LLH_glcm_Idm,4,86,26;28;17;15,estimable,,2.81664062,0.4207679,0.51853451,0.0
wavelet-LLH_glcm_Idmn,4,86,26;28;17;15,estimable,,5.28102179,0.15233861,0.24514461,0.02781734
wavelet-LLH_glcm_Idn,4,86,26;28;17;15,estimable,,6.21452301,0.1016271,0.1865227,0.0392015
wavelet-LLH_glcm_Imc1,4,86,26;28;17;15,estimable,,2.8813647,0.41028038,0.50936133,0.0
wavelet-LLH_glcm_Imc2,4,86,26;28;17;15,estimable,,2.54004932,0.46809673,0.56391184,0.0
wavelet-LLH_glcm_InverseVariance,4,86,26;28;17;15,estimable,,2.8766027,0.41104449,0.50936133,0.0
wavelet-LLH_glcm_JointAverage,4,86,26;28;17;15,estimable,,7.24157037,0.06458397,0.1336628,0.05172647
wavelet-LLH_glcm_JointEnergy,4,86,26;28;17;15,estimable,,4.11283892,0.24953453,0.34811607,0.01357121
wavelet-LLH_glcm_JointEntropy,4,86,26;28;17;15,estimable,,3.65670659,0.30099926,0.40462202,0.00800862
wavelet-LLH_glcm_MCC,4,86,26;28;17;15,estimable,,2.31634889,0.50939613,0.59897776,0.0
wavelet-LLH_glcm_MaximumProbability,4,86,26;28;17;15,estimable,,3.44408754,0.32808651,0.43310486,0.0054157
wavelet-LLH_glcm_SumAverage,4,86,26;28;17;15,estimable,,7.24157037,0.06458397,0.1336628,0.05172647
wavelet-LLH_glcm_SumEntropy,4,86,26;28;17;15,estimable,,3.83811105,0.27948419,0.37967875,0.01022087
wavelet-LLH_glcm_SumSquares,4,86,26;28;17;15,estimable,,3.40209681,0.33368358,0.4384447,0.00490362
wavelet-LLH_glrlm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,20.02089263,0.00016806,0.00296731,0.20757186
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,12.14586841,0.00689982,0.02764595,0.11153498
wavelet-LLH_glrlm_GrayLevelVariance,4,86,26;28;17;15,estimable,,10.24669321,0.01658145,0.04956888,0.08837431
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,10.33561363,0.01591851,0.04815867,0.0894587
wavelet-LLH_glrlm_LongRunEmphasis,4,86,26;28;17;15,estimable,,0.45762011,0.92809841,0.95081705,0.0
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,10.59639704,0.01412104,0.04395806,0.09263899
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,3.6374181,0.3033719,0.4056926,0.00777339
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,10.45869423,0.01504373,0.04619406,0.09095969
wavelet-LLH_glrlm_RunEntropy,4,86,26;28;17;15,estimable,,0.07407211,0.9947559,0.99691526,0.0
wavelet-LLH_glrlm_RunLengthNonUniformity,4,86,26;28;17;15,estimable,,19.05723518,0.00026605,0.0036663,0.19581994
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,4,86,26;28;17;15,estimable,,0.51836241,0.91483914,0.94064443,0.0
wavelet-LLH_glrlm_RunPercentage,4,86,26;28;17;15,estimable,,0.54153892,0.90967518,0.93704007,0.0
wavelet-LLH_glrlm_RunVariance,4,86,26;28;17;15,estimable,,0.57757989,0.90154521,0.93036172,0.0
wavelet-LLH_glrlm_ShortRunEmphasis,4,86,26;28;17;15,estimable,,1.05307689,0.78841184,0.83166265,0.0
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,2.87219445,0.4117529,0.50936133,0.0
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,8.04387169,0.04511366,0.10319521,0.06151063
wavelet-LLH_glszm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,14.28612213,0.00254046,0.01510905,0.13763564
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,2.23229324,0.52561565,0.61042722,0.0
wavelet-LLH_glszm_GrayLevelVariance,4,86,26;28;17;15,estimable,,2.35281794,0.50247797,0.59331255,0.0
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,7.78987743,0.0505599,0.11180565,0.05841314
wavelet-LLH_glszm_LargeAreaEmphasis,4,86,26;28;17;15,estimable,,14.37972415,0.00243131,0.01475466,0.13877712
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,20.27683324,0.00014873,0.00296731,0.21069309
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.87848644,0.04859093,0.10829931,0.05949374
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,7.04462501,0.07048894,0.14122784,0.0493247
wavelet-LLH_glszm_SizeZoneNonUniformity,4,86,26;28;17;15,estimable,,13.95063279,0.00297313,0.01638847,0.1335443
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,4,86,26;28;17;15,estimable,,1.36617065,0.71348332,0.76784395,0.0
wavelet-LLH_glszm_SmallAreaEmphasis,4,86,26;28;17;15,estimable,,5.02833773,0.16973384,0.26273868,0.02473583
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,8.00914001,0.04582319,0.10439557,0.06108707
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,3.57893095,0.31066841,0.41446907,0.00706013
wavelet-LLH_glszm_ZoneEntropy,4,86,26;28;17;15,estimable,,8.8776211,0.03096302,0.07915885,0.07167831
wavelet-LLH_glszm_ZonePercentage,4,86,26;28;17;15,estimable,,6.0059541,0.1113209,0.19935439,0.03665798
wavelet-LLH_glszm_ZoneVariance,4,86,26;28;17;15,estimable,,14.6004955,0.00219193,0.01391506,0.14146946
wavelet-LLH_gldm_DependenceEntropy,4,86,26;28;17;15,estimable,,7.1388301,0.06760199,0.13764009,0.05047354
wavelet-LLH_gldm_DependenceNonUniformity,4,86,26;28;17;15,estimable,,22.69586388,4.673e-05,0.00296731,0.24019346
wavelet-LLH_gldm_DependenceNonUniformityNormalized,4,86,26;28;17;15,estimable,,3.39299001,0.33490845,0.43954303,0.00479256
wavelet-LLH_gldm_DependenceVariance,4,86,26;28;17;15,estimable,,5.99354313,0.11192479,0.20007273,0.03650662
wavelet-LLH_gldm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,20.58365093,0.00012846,0.00296731,0.21443477
wavelet-LLH_gldm_GrayLevelVariance,4,86,26;28;17;15,estimable,,3.98856928,0.26270109,0.36245694,0.01205572
wavelet-LLH_gldm_HighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.23624464,0.06473715,0.13373488,0.05166152
wavelet-LLH_gldm_LargeDependenceEmphasis,4,86,26;28;17;15,estimable,,0.40754405,0.9386797,0.95818253,0.0
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,9.9899409,0.01865184,0.05376678,0.08524318
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,4.70077127,0.19506596,0.28965116,0.02074111
wavelet-LLH_gldm_LowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.36954743,0.0610068,0.12885548,0.05328716
wavelet-LLH_gldm_SmallDependenceEmphasis,4,86,26;28;17;15,estimable,,3.00961071,0.39014577,0.49158714,0.0001172
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,2.76121265,0.42992487,0.52520552,0.0
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,12.32190773,0.00635799,0.02622091,0.1136818
wavelet-LLH_ngtdm_Busyness,4,86,26;28;17;15,estimable,,5.11396441,0.16363981,0.25540468,0.02578005
wavelet-LLH_ngtdm_Coarseness,4,86,26;28;17;15,estimable,,19.97358343,0.0001719,0.00298522,0.20699492
wavelet-LLH_ngtdm_Complexity,4,86,26;28;17;15,estimable,,5.45711445,0.14122627,0.2312836,0.02996481
wavelet-LLH_ngtdm_Contrast,4,86,26;28;17;15,estimable,,5.31640675,0.15004132,0.24255607,0.02824886
wavelet-LLH_ngtdm_Strength,4,86,26;28;17;15,estimable,,7.99593408,0.04609581,0.10480536,0.06092603
wavelet-LHL_firstorder_10Percentile,4,86,26;28;17;15,estimable,,4.91121549,0.17841503,0.26989154,0.02330751
wavelet-LHL_firstorder_90Percentile,4,86,26;28;17;15,estimable,,6.28669146,0.09846532,0.18210444,0.0400816
wavelet-LHL_firstorder_Energy,4,86,26;28;17;15,estimable,,24.8609646,1.651e-05,0.00296731,0.26659713
wavelet-LHL_firstorder_Entropy,4,86,26;28;17;15,estimable,,5.71031087,0.12658704,0.2144578,0.03305257
wavelet-LHL_firstorder_InterquartileRange,4,86,26;28;17;15,estimable,,4.99868596,0.17189339,0.26414456,0.02437422
wavelet-LHL_firstorder_Kurtosis,4,86,26;28;17;15,estimable,,2.78457348,0.4260457,0.52216013,0.0
wavelet-LHL_firstorder_Maximum,4,86,26;28;17;15,estimable,,16.6382338,0.00083873,0.00789804,0.16631992
wavelet-LHL_firstorder_MeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,5.44422705,0.14201277,0.23223507,0.02980765
wavelet-LHL_firstorder_Mean,4,86,26;28;17;15,estimable,,9.56025049,0.02269896,0.06180681,0.08000305
wavelet-LHL_firstorder_Median,4,86,26;28;17;15,estimable,,9.40591447,0.02435363,0.06505816,0.07812091
wavelet-LHL_firstorder_Minimum,4,86,26;28;17;15,estimable,,11.13868755,0.0109991,0.0374367,0.09925229
wavelet-LHL_firstorder_Range,4,86,26;28;17;15,estimable,,14.79196627,0.00200334,0.0131065,0.14380447
wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,4.97375434,0.1737291,0.26493102,0.02407017
wavelet-LHL_firstorder_RootMeanSquared,4,86,26;28;17;15,estimable,,5.50710582,0.13821423,0.22833637,0.03057446
wavelet-LHL_firstorder_Skewness,4,86,26;28;17;15,estimable,,1.89211303,0.59509807,0.67044947,0.0
wavelet-LHL_firstorder_TotalEnergy,4,86,26;28;17;15,estimable,,24.8609646,1.651e-05,0.00296731,0.26659713
wavelet-LHL_firstorder_Uniformity,4,86,26;28;17;15,estimable,,5.23913662,0.15510084,0.2479498,0.02730654
wavelet-LHL_firstorder_Variance,4,86,26;28;17;15,estimable,,5.7298746,0.12551808,0.21360758,0.03329115
wavelet-LHL_glcm_Autocorrelation,4,86,26;28;17;15,estimable,,10.75725688,0.01311357,0.04149035,0.09460069
wavelet-LHL_glcm_ClusterProminence,4,86,26;28;17;15,estimable,,5.88605807,0.11728727,0.20497685,0.03519583
wavelet-LHL_glcm_ClusterShade,4,86,26;28;17;15,estimable,,3.56506066,0.31242149,0.41631637,0.00689098
wavelet-LHL_glcm_ClusterTendency,4,86,26;28;17;15,estimable,,5.17156231,0.15965702,0.25079092,0.02648247
wavelet-LHL_glcm_Contrast,4,86,26;28;17;15,estimable,,6.40593884,0.09344678,0.17540675,0.04153584
wavelet-LHL_glcm_Correlation,4,86,26;28;17;15,estimable,,9.47410207,0.02360847,0.06356212,0.07895246
wavelet-LHL_glcm_DifferenceAverage,4,86,26;28;17;15,estimable,,6.23098384,0.10089747,0.18569078,0.03940224
wavelet-LHL_glcm_DifferenceEntropy,4,86,26;28;17;15,estimable,,6.30626422,0.09762421,0.1811418,0.0403203
wavelet-LHL_glcm_DifferenceVariance,4,86,26;28;17;15,estimable,,6.92834986,0.07421691,0.14713177,0.04790671
wavelet-LHL_glcm_Id,4,86,26;28;17;15,estimable,,5.86687381,0.11826983,0.20497685,0.03496188
wavelet-LHL_glcm_Idm,4,86,26;28;17;15,estimable,,5.96583348,0.11328438,0.20064475,0.0361687
wavelet-LHL_glcm_Idmn,4,86,26;28;17;15,estimable,,4.44432599,0.21731037,0.3132152,0.01761373
wavelet-LHL_glcm_Idn,4,86,26;28;17;15,estimable,,3.22362177,0.35841532,0.46327145,0.00272709
wavelet-LHL_glcm_Imc1,4,86,26;28;17;15,estimable,,5.1307148,0.16247201,0.25393274,0.02598433
wavelet-LHL_glcm_Imc2,4,86,26;28;17;15,estimable,,8.76901827,0.0325249,0.08222178,0.07035388
wavelet-LHL_glcm_InverseVariance,4,86,26;28;17;15,estimable,,7.33292551,0.06201034,0.13042084,0.05284056
wavelet-LHL_glcm_JointAverage,4,86,26;28;17;15,estimable,,11.23306791,0.01053009,0.03638838,0.10040327
wavelet-LHL_glcm_JointEnergy,4,86,26;28;17;15,estimable,,4.99211194,0.17237566,0.26414456,0.02429405
wavelet-LHL_glcm_JointEntropy,4,86,26;28;17;15,estimable,,5.83268239,0.12004049,0.20740941,0.03454491
wavelet-LHL_glcm_MCC,4,86,26;28;17;15,estimable,,12.04540727,0.00722922,0.02836465,0.11030984
wavelet-LHL_glcm_MaximumProbability,4,86,26;28;17;15,estimable,,4.88974266,0.18005107,0.27127695,0.02304564
wavelet-LHL_glcm_SumAverage,4,86,26;28;17;15,estimable,,11.23306791,0.01053009,0.03638838,0.10040327
wavelet-LHL_glcm_SumEntropy,4,86,26;28;17;15,estimable,,4.95643718,0.17501496,0.26581573,0.02385899
wavelet-LHL_glcm_SumSquares,4,86,26;28;17;15,estimable,,5.87277593,0.11796671,0.20497685,0.03503385
wavelet-LHL_glrlm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,17.72746007,0.0005006,0.00554586,0.17960317
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,5.87074611,0.11807087,0.20497685,0.0350091
wavelet-LHL_glrlm_GrayLevelVariance,4,86,26;28;17;15,estimable,,6.36633273,0.09508572,0.17759812,0.04105284
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,10.92575697,0.01213419,0.0400925,0.09665557
wavelet-LHL_glrlm_LongRunEmphasis,4,86,26;28;17;15,estimable,,1.61923126,0.65503716,0.72213853,0.0
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,9.95506178,0.01895201,0.05421714,0.08481783
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.96615977,0.04671628,0.10536806,0.06056292
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,11.49273093,0.00933915,0.03393325,0.10356989
wavelet-LHL_glrlm_RunEntropy,4,86,26;28;17;15,estimable,,8.44187481,0.03770993,0.09183668,0.06636433
wavelet-LHL_glrlm_RunLengthNonUniformity,4,86,26;28;17;15,estimable,,23.00544936,4.028e-05,0.00296731,0.24396889
wavelet-LHL_glrlm_RunLengthNonUniformityNormalized,4,86,26;28;17;15,estimable,,2.65188658,0.44846568,0.54257625,0.0
wavelet-LHL_glrlm_RunPercentage,4,86,26;28;17;15,estimable,,2.35802397,0.50149627,0.59280987,0.0
wavelet-LHL_glrlm_RunVariance,4,86,26;28;17;15,estimable,,1.36019389,0.71489145,0.76862734,0.0
wavelet-LHL_glrlm_ShortRunEmphasis,4,86,26;28;17;15,estimable,,2.51570915,0.47245878,0.5673522,0.0
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,10.33787277,0.01590201,0.04815867,0.08948625
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,11.47810305,0.00940256,0.03405414,0.1033915
wavelet-LHL_glszm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,21.22383292,9.459e-05,0.00296731,0.22224186
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,4.60171383,0.20339511,0.29797226,0.0195331
wavelet-LHL_glszm_GrayLevelVariance,4,86,26;28;17;15,estimable,,8.70459329,0.03348758,0.08334464,0.06956821
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,11.18925882,0.01074529,0.03679448,0.09986901
wavelet-LHL_glszm_LargeAreaEmphasis,4,86,26;28;17;15,estimable,,8.12770199,0.04344492,0.10080649,0.06253295
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,13.07575376,0.00447561,0.02097303,0.12287505
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,4.1980553,0.24085666,0.34086983,0.01461043
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,11.61758986,0.00881482,0.03320249,0.10509256
wavelet-LHL_glszm_SizeZoneNonUniformity,4,86,26;28;17;15,estimable,,22.18976528,5.956e-05,0.00296731,0.23402153
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,4,86,26;28;17;15,estimable,,1.80801944,0.61319137,0.68401407,0.0
wavelet-LHL_glszm_SmallAreaEmphasis,4,86,26;28;17;15,estimable,,1.60978113,0.65717405,0.72308342,0.0
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.12570574,0.06799722,0.13794768,0.05031348
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,11.63932093,0.00872658,0.03298005,0.10535757
wavelet-LHL_glszm_ZoneEntropy,4,86,26;28;17;15,estimable,,6.4562714,0.0914031,0.17214251,0.04214965
wavelet-LHL_glszm_ZonePercentage,4,86,26;28;17;15,estimable,,1.26755475,0.73685156,0.78699647,0.0
wavelet-LHL_glszm_ZoneVariance,4,86,26;28;17;15,estimable,,8.12770199,0.04344492,0.10080649,0.06253295
wavelet-LHL_gldm_DependenceEntropy,4,86,26;28;17;15,estimable,,4.48168813,0.21392949,0.30970049,0.01806937
wavelet-LHL_gldm_DependenceNonUniformity,4,86,26;28;17;15,estimable,,22.09917722,6.22e-05,0.00296731,0.2329168
wavelet-LHL_gldm_DependenceNonUniformityNormalized,4,86,26;28;17;15,estimable,,2.07966355,0.55603791,0.63724426,0.0
wavelet-LHL_gldm_DependenceVariance,4,86,26;28;17;15,estimable,,1.92268724,0.58860727,0.66549049,0.0
wavelet-LHL_gldm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,15.77164665,0.00126301,0.01019429,0.15575179
wavelet-LHL_gldm_GrayLevelVariance,4,86,26;28;17;15,estimable,,5.73661706,0.12515167,0.21360758,0.03337338
wavelet-LHL_gldm_HighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,11.05034177,0.01145675,0.03861197,0.0981749
wavelet-LHL_gldm_LargeDependenceEmphasis,4,86,26;28;17;15,estimable,,2.24580203,0.52298323,0.60862106,0.0
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,5.73971377,0.12498372,0.21360758,0.03341114
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,8.37347955,0.03889184,0.09390551,0.06553024
wavelet-LHL_gldm_LowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,11.55542994,0.00907212,0.03351558,0.10433451
wavelet-LHL_gldm_SmallDependenceEmphasis,4,86,26;28;17;15,estimable,,2.13423361,0.54501818,0.62843933,0.0
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.57285336,0.05571579,0.11969362,0.0557665
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,5.48793182,0.13936221,0.22989678,0.03034063
wavelet-LHL_ngtdm_Busyness,4,86,26;28;17;15,estimable,,10.80134611,0.01285003,0.04125152,0.09513837
wavelet-LHL_ngtdm_Coarseness,4,86,26;28;17;15,estimable,,20.42195623,0.00013877,0.00296731,0.21246288
wavelet-LHL_ngtdm_Complexity,4,86,26;28;17;15,estimable,,12.93272029,0.00478438,0.02192987,0.12113074
wavelet-LHL_ngtdm_Contrast,4,86,26;28;17;15,estimable,,0.63459017,0.88847007,0.92107448,0.0
wavelet-LHL_ngtdm_Strength,4,86,26;28;17;15,estimable,,9.96413586,0.01887347,0.0541295,0.08492849
wavelet-LHH_firstorder_10Percentile,4,86,26;28;17;15,estimable,,2.77800019,0.42713429,0.52292714,0.0
wavelet-LHH_firstorder_90Percentile,4,86,26;28;17;15,estimable,,2.88190391,0.41019393,0.50936133,0.0
wavelet-LHH_firstorder_Energy,4,86,26;28;17;15,estimable,,16.57676718,0.00086347,0.00791091,0.16557033
wavelet-LHH_firstorder_Entropy,4,86,26;28;17;15,estimable,,6.71787134,0.08145505,0.15788029,0.04533989
wavelet-LHH_firstorder_InterquartileRange,4,86,26;28;17;15,estimable,,2.73848407,0.4337269,0.52927797,0.0
wavelet-LHH_firstorder_Kurtosis,4,86,26;28;17;15,estimable,,1.28882441,0.73178853,0.78306917,0.0
wavelet-LHH_firstorder_Maximum,4,86,26;28;17;15,estimable,,6.58177381,0.08649274,0.16509594,0.04368017
wavelet-LHH_firstorder_MeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,2.89925603,0.40742014,0.50815095,0.0
wavelet-LHH_firstorder_Mean,4,86,26;28;17;15,estimable,,2.65640125,0.44768736,0.54257625,0.0
wavelet-LHH_firstorder_Median,4,86,26;28;17;15,estimable,,0.03924926,0.99795611,0.99884004,0.0
wavelet-LHH_firstorder_Minimum,4,86,26;28;17;15,estimable,,4.5638562,0.20666469,0.30094214,0.01907142
wavelet-LHH_firstorder_Range,4,86,26;28;17;15,estimable,,5.30528498,0.15075982,0.24336942,0.02811323
wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,2.79660002,0.42405992,0.52085621,0.0
wavelet-LHH_firstorder_RootMeanSquared,4,86,26;28;17;15,estimable,,3.06845112,0.3811913,0.48398446,0.00083477
wavelet-LHH_firstorder_Skewness,4,86,26;28;17;15,estimable,,0.74270934,0.86311522,0.8980849,0.0
wavelet-LHH_firstorder_TotalEnergy,4,86,26;28;17;15,estimable,,16.57676718,0.00086347,0.00791091,0.16557033
wavelet-LHH_firstorder_Uniformity,4,86,26;28;17;15,estimable,,6.60658758,0.08555241,0.16441194,0.04398278
wavelet-LHH_firstorder_Variance,4,86,26;28;17;15,estimable,,3.06845112,0.3811913,0.48398446,0.00083477
wavelet-LHH_glcm_Autocorrelation,4,86,26;28;17;15,estimable,,2.10659164,0.55058038,0.63355991,0.0
wavelet-LHH_glcm_ClusterProminence,4,86,26;28;17;15,estimable,,1.0833506,0.78109476,0.82643921,0.0
wavelet-LHH_glcm_ClusterShade,4,86,26;28;17;15,estimable,,1.74731659,0.62646597,0.69538953,0.0
wavelet-LHH_glcm_ClusterTendency,4,86,26;28;17;15,estimable,,1.36887603,0.7128463,0.76784395,0.0
wavelet-LHH_glcm_Contrast,4,86,26;28;17;15,estimable,,4.15058688,0.24565587,0.34440587,0.01403155
wavelet-LHH_glcm_Correlation,4,86,26;28;17;15,estimable,,5.1711415,0.15968579,0.25079092,0.02647734
wavelet-LHH_glcm_DifferenceAverage,4,86,26;28;17;15,estimable,,4.16122327,0.24457296,0.3433136,0.01416126
wavelet-LHH_glcm_DifferenceEntropy,4,86,26;28;17;15,estimable,,3.26364325,0.35273497,0.45815002,0.00321516
wavelet-LHH_glcm_DifferenceVariance,4,86,26;28;17;15,estimable,,3.33026235,0.34345285,0.44815441,0.00402759
wavelet-LHH_glcm_Id,4,86,26;28;17;15,estimable,,4.17723263,0.24295124,0.3427402,0.0143565
wavelet-LHH_glcm_Idm,4,86,26;28;17;15,estimable,,4.1681388,0.24387122,0.34318117,0.0142456
wavelet-LHH_glcm_Idmn,4,86,26;28;17;15,estimable,,6.07515468,0.10801049,0.19466005,0.03750189
wavelet-LHH_glcm_Idn,4,86,26;28;17;15,estimable,,6.14703356,0.10467178,0.19046556,0.03837846
wavelet-LHH_glcm_Imc1,4,86,26;28;17;15,estimable,,3.97232223,0.26446838,0.36405271,0.01185759
wavelet-LHH_glcm_Imc2,4,86,26;28;17;15,estimable,,5.00588043,0.17136706,0.26414456,0.02446196
wavelet-LHH_glcm_InverseVariance,4,86,26;28;17;15,estimable,,4.73108584,0.19258114,0.286715,0.0211108
wavelet-LHH_glcm_JointAverage,4,86,26;28;17;15,estimable,,2.67557772,0.44439357,0.53996208,0.0
wavelet-LHH_glcm_JointEnergy,4,86,26;28;17;15,estimable,,4.09015824,0.2518918,0.35010791,0.01329461
wavelet-LHH_glcm_JointEntropy,4,86,26;28;17;15,estimable,,4.03893703,0.25729021,0.35629649,0.01266996
wavelet-LHH_glcm_MCC,4,86,26;28;17;15,estimable,,4.74625794,0.19134861,0.28525584,0.02129583
wavelet-LHH_glcm_MaximumProbability,4,86,26;28;17;15,estimable,,4.64513255,0.1997044,0.294219,0.02006259
wavelet-LHH_glcm_SumAverage,4,86,26;28;17;15,estimable,,2.67557772,0.44439357,0.53996208,0.0
wavelet-LHH_glcm_SumEntropy,4,86,26;28;17;15,estimable,,3.17046562,0.36608208,0.47008267,0.00207885
wavelet-LHH_glcm_SumSquares,4,86,26;28;17;15,estimable,,10.96981263,0.01189024,0.03948899,0.09719284
wavelet-LHH_glrlm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,20.27020561,0.0001492,0.00296731,0.21061226
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,9.52630736,0.02305313,0.06232566,0.07958911
wavelet-LHH_glrlm_GrayLevelVariance,4,86,26;28;17;15,estimable,,9.52630736,0.02305313,0.06232566,0.07958911
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,4.48233411,0.21387147,0.30970049,0.01807725
wavelet-LHH_glrlm_LongRunEmphasis,4,86,26;28;17;15,estimable,,1.42244145,0.70028287,0.75942384,0.0
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,10.78216538,0.01296404,0.04138239,0.09490446
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,1.21961759,0.74830315,0.7962171,0.0
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,4.3228948,0.2286422,0.3262193,0.01613286
wavelet-LHH_glrlm_RunEntropy,4,86,26;28;17;15,estimable,,1.05511185,0.78791979,0.83166265,0.0
wavelet-LHH_glrlm_RunLengthNonUniformity,4,86,26;28;17;15,estimable,,21.06738949,0.00010194,0.00296731,0.22033402
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,4,86,26;28;17;15,estimable,,0.26018264,0.96733441,0.97946943,0.0
wavelet-LHH_glrlm_RunPercentage,4,86,26;28;17;15,estimable,,0.30394035,0.95928571,0.9730636,0.0
wavelet-LHH_glrlm_RunVariance,4,86,26;28;17;15,estimable,,1.12754026,0.77043026,0.81668498,0.0
wavelet-LHH_glrlm_ShortRunEmphasis,4,86,26;28;17;15,estimable,,0.28531234,0.96276674,0.97571876,0.0
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,1.37830936,0.71062692,0.76696124,0.0
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,10.00530015,0.01852114,0.05375315,0.08543049
