core_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,cliffs_delta,direction
CORE04,chr3p,11,92,-0.30223612,-0.33149968,-0.28247608,-0.30782869,0.14172066,0.52521197,0.70479602,0.11857708,higher_in_core
CORE04,chr3q,11,92,0.04344037,0.01575,-0.0118395,-0.00612191,-0.03854982,0.42014054,0.66008298,0.15019763,higher_in_core
CORE04,chr4p,11,92,0.02,0.00994634,-0.00256557,-0.00420504,0.01574427,0.51138065,0.70479602,0.12252964,higher_in_core
CORE04,chr4q,11,92,0.0184,0.01054718,0.03539923,-0.00347385,0.42562167,0.19450789,0.47654433,0.24110672,higher_in_core
CORE04,chr5p,11,92,0.04900197,0.04796353,0.06598629,0.12872678,-0.40400175,0.58972728,0.70479602,-0.10079051,lower_in_core
CORE04,chr5q,11,92,0.12516695,0.16211046,0.15438698,0.18098067,-0.17911894,0.7690324,0.83739084,-0.05533597,lower_in_core
CORE04,chr6p,11,92,0.0165,0.00825456,-0.03590748,-0.03141194,-0.03713996,0.45801676,0.66008298,0.13833992,higher_in_core
CORE04,chr6q,11,92,-0.0556,-0.00048657,-0.11862124,-0.04708014,-0.51385874,0.06393878,0.42996564,-0.34387352,lower_in_core
CORE04,chr7p,11,92,0.0904,0.03888718,0.09217257,0.09936294,-0.05389011,0.37835852,0.65901273,0.16403162,higher_in_core
CORE04,chr7q,11,92,0.0478,0.03295,0.08202034,0.10024236,-0.12753303,0.58238067,0.70479602,0.1027668,higher_in_core
CORE04,chr8p,11,92,-0.0092,-0.01189318,-0.05895202,-0.10221704,0.23118405,0.68884693,0.77590138,0.07509881,higher_in_core
CORE04,chr8q,11,92,0.02875602,0.01225,0.04422953,0.00064248,0.31393723,0.29783374,0.62853345,0.19367589,higher_in_core
CORE04,chr9p,11,92,-0.1217,-0.00265,-0.15078288,-0.06154542,-0.54691524,0.19450544,0.47654433,-0.24110672,lower_in_core
CORE04,chr9q,11,92,-0.1217,0.000362,-0.18523588,-0.06275705,-0.7829671,0.02745539,0.30390819,-0.40909091,lower_in_core
CORE04,chr10p,11,92,0.02924962,0.00385385,0.03231485,-0.01739629,0.48535646,0.09899778,0.47357259,0.30632411,higher_in_core
CORE04,chr10q,11,92,0.00988389,-0.00422974,-0.01938335,-0.03477058,0.1367653,0.44518549,0.66008298,0.14229249,higher_in_core
CORE04,chr11p,11,92,0.03365527,0.01415,0.04504768,0.0309361,0.25593491,0.19085979,0.47654433,0.243083,higher_in_core
CORE04,chr11q,11,92,0.03087365,0.01254561,0.03359866,0.02067027,0.20130467,0.30785312,0.62853345,0.18972332,higher_in_core
CORE04,chr12p,11,92,0.053,0.03493798,0.06623591,0.07931595,-0.11839155,0.57507809,0.70479602,0.10474308,higher_in_core
CORE04,chr12q,11,92,0.053,0.03808157,0.06613781,0.07902537,-0.12672155,0.68884693,0.77590138,0.07509881,higher_in_core
CORE04,chr13p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE04,chr13q,11,92,0.0166,0.00777271,0.02271108,-0.01613645,0.39655736,0.4263204,0.66008298,0.14822134,higher_in_core
CORE04,chr14p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE04,chr14q,11,92,-0.21793533,-0.05119677,-0.21469896,-0.13870594,-0.38374033,0.1449712,0.47357259,-0.27075099,lower_in_core
CORE04,chr15p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE04,chr15q,11,92,0.0514,0.01074093,0.04198093,0.00718291,0.43454473,0.03101104,0.30390819,0.40019763,higher_in_core
CORE04,chr16p,11,92,0.0591,0.03735,0.07218405,0.07587122,-0.03379112,0.44518549,0.66008298,0.14229249,higher_in_core
CORE04,chr16q,11,92,0.0591,0.03376577,0.06363448,0.06913069,-0.05152861,0.39002794,0.65901273,0.16007905,higher_in_core
CORE04,chr17p,11,92,0.0261,0.0113,0.0271819,0.00082814,0.29699705,0.32068791,0.6285483,0.18478261,higher_in_core
CORE04,chr17q,11,92,0.06523763,0.0135,0.05313268,0.01989032,0.41731169,0.03059737,0.30390819,0.40118577,higher_in_core
CORE04,chr18p,11,92,-0.00835413,0.0172,-0.01527087,-0.01851886,0.02624887,0.92768115,0.96715694,-0.01778656,lower_in_core
CORE04,chr18q,11,92,0.0082302,0.01684108,-0.01324393,-0.01562623,0.01822248,0.99574015,0.99574015,-0.00197628,lower_in_core
CORE04,chr19p,11,92,0.028,0.01539824,0.04512336,0.02201068,0.36871039,0.05596092,0.42996564,0.35474308,higher_in_core
CORE04,chr19q,11,92,0.0651,0.01785,0.06311489,0.03516301,0.37543555,0.01881687,0.30390819,0.43577075,higher_in_core
