pathway,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,-1.2439372740446575,1.8782594903043546,-1.5086927849140366,-1.4058313088478425
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,-1.728341299402074,2.479656400474942,-1.4616030995048348,-1.6006320773551475
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,-1.6699762556754412,1.993426553684492,0.8164314681040173,-1.7541111208819362
REACTOME_MITOCHONDRIAL_TRANSLATION,-1.6306575332620588,2.0320371489080697,1.3851224237401731,-2.0948187388649386
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,-1.6535798260219814,2.007448124240122,1.3884540696723107,-1.9497738227571582
REACTOME_MYOGENESIS,2.183549583289949,-1.3650312178108959,-1.1137870491696935,1.0517334742649878
REACTOME_NEDDYLATION,-1.2635998815091838,1.8198665685141262,-1.0434706120048634,-1.3868094224668834
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,-1.480573543670382,1.2855125970720955,1.647011325566699,-1.834095617113779
REACTOME_NEUTROPHIL_DEGRANULATION,-1.9059602542851524,1.4471072810515817,1.7045120575542636,-0.7688581199317285
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,-1.3172853114414818,0.8518972097525949,-1.080555968717951,1.9147957839434573
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,2.169154242442923,-1.95992837705937,-1.2296070307844849,1.3271259757325258
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,1.9656503732604902,-1.7134135581532015,-1.0976080674261977,1.2076226623316582
REACTOME_OLFACTORY_SIGNALING_PATHWAY,2.29252850955723,-2.151497853595349,0.9165838313123192,-1.0055633971768494
REACTOME_OTHER_INTERLEUKIN_SIGNALING,-1.3348032531494314,-1.286821611060243,1.8781541439518252,-1.6864037395272735
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,-1.427858006457908,0.9851136097671369,1.8389703538355646,-1.8279921860105126
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,-1.3688708188596153,-1.4615826676228532,1.772303229745913,-1.2731909713840068
REACTOME_PEROXISOMAL_LIPID_METABOLISM,-1.027047184388595,1.8879106280648053,-1.6993045301136454,-1.0136609189016228
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,-1.2936326129479234,1.9889644648344107,-1.9474448651740197,-0.906350130073164
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,-2.061596653131831,0.430125031128594,2.199009353098573,-1.0732459121660736
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,0.6199221199726794,0.8668130968294164,1.0396407353968589,-1.689461668817758
REACTOME_PROTEASOME_ASSEMBLY,-1.6763857028598255,1.438452463046783,1.996998939100412,-1.815075289310723
REACTOME_PROTEIN_LOCALIZATION,-1.465728613834977,2.138995743752759,-1.5037521548358534,-1.4574518719814398
REACTOME_PROTEIN_UBIQUITINATION,-1.1255643259168828,1.8812325121030522,-1.0408992611827617,-1.1265888557906178
REACTOME_PYROPTOSIS,-1.6927991149302042,0.8219054694626527,1.9096697138795042,-1.2743173440439202
REACTOME_PYRUVATE_METABOLISM,-0.7579842680296571,1.9207704497017368,-2.1176427662253574,-0.8929428776550805
REACTOME_RAC2_GTPASE_CYCLE,-0.729221194736884,0.6999020590342542,-1.5446968863472548,2.092882318518819
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,-0.4678137286017096,0.9316894380055254,0.8246532176117233,-1.7535055690053034
REACTOME_REGULATION_OF_APOPTOSIS,-1.559367049459566,1.4523766469808408,1.5417331375616674,-1.7866596917660704
